path,filename,class_name,label,width,height,mode,split
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_096.jpg,Plastic_096.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_003.jpg,Paper_003.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_080.jpg,Plastic_080.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_073.jpg,Glass_073.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_199.jpg,Paper_199.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_123.jpg,Glass_123.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_046.jpg,Organic_046.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_120.jpg,Organic_120.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_167.jpg,Plastic_167.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_148.jpg,Metal_148.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_085.jpg,Organic_085.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_064.jpg,B3_064.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_182.jpg,B3_182.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_105.jpg,B3_105.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_076.jpg,Metal_076.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_101.jpg,B3_101.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_199.jpg,B3_199.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_043.jpg,Paper_043.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_133.jpg,Organic_133.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_142.jpg,Plastic_142.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_194.jpg,Paper_194.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_115.jpg,Paper_115.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_020.jpg,Glass_020.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_140.jpg,Glass_140.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_198.jpg,Plastic_198.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_008.jpg,Glass_008.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_111.jpg,Metal_111.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_100.jpg,Glass_100.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_093.jpg,Metal_093.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_071.jpg,Glass_071.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_166.jpg,Paper_166.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_140.jpg,B3_140.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_029.jpg,Glass_029.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_016.jpg,Paper_016.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_017.jpg,Organic_017.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_012.jpg,Organic_012.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_056.jpg,Organic_056.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_133.jpg,Glass_133.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_126.jpg,Glass_126.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_192.jpg,Paper_192.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_109.jpg,Glass_109.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_077.jpg,Metal_077.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_046.jpg,Metal_046.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_024.jpg,Glass_024.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_034.jpg,Plastic_034.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_144.jpg,Paper_144.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_190.jpg,Glass_190.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_187.jpg,Paper_187.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_063.jpg,B3_063.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_039.jpg,Organic_039.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_072.jpg,Organic_072.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_114.jpg,Organic_114.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_049.jpg,B3_049.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_088.jpg,Paper_088.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_031.jpg,Metal_031.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_014.jpg,Glass_014.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_111.jpg,Paper_111.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_148.jpg,Organic_148.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_014.jpg,Plastic_014.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_155.jpg,Paper_155.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_093.jpg,Paper_093.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_142.jpg,Metal_142.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_038.jpg,Paper_038.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_096.jpg,Glass_096.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_158.jpg,Paper_158.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_008.jpg,Organic_008.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_186.jpg,B3_186.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_057.jpg,B3_057.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_016.jpg,Organic_016.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_056.jpg,Metal_056.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_031.jpg,Paper_031.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_015.jpg,B3_015.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_180.jpg,Glass_180.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_084.jpg,Glass_084.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_031.jpg,Organic_031.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_101.jpg,Plastic_101.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_115.jpg,Metal_115.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_086.jpg,Paper_086.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_001.jpg,Plastic_001.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_099.jpg,Organic_099.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_015.jpg,Organic_015.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_137.jpg,Paper_137.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_186.jpg,Metal_186.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_035.jpg,Paper_035.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_069.jpg,B3_069.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_146.jpg,B3_146.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_112.jpg,Glass_112.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_125.jpg,Metal_125.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_003.jpg,Organic_003.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_072.jpg,Plastic_072.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_079.jpg,B3_079.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_078.jpg,Plastic_078.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_158.jpg,Plastic_158.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_117.jpg,Organic_117.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_033.jpg,Glass_033.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_002.jpg,Glass_002.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_136.jpg,Plastic_136.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_007.jpg,Organic_007.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_187.jpg,Glass_187.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_039.jpg,Metal_039.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_127.jpg,B3_127.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_085.jpg,Plastic_085.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_030.jpg,Glass_030.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_161.jpg,Glass_161.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_019.jpg,Metal_019.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_181.jpg,Plastic_181.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_107.jpg,Plastic_107.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_021.jpg,Metal_021.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_177.jpg,B3_177.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_071.jpg,Plastic_071.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_043.jpg,Metal_043.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_037.jpg,Plastic_037.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_054.jpg,Organic_054.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_153.jpg,Glass_153.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_091.jpg,Paper_091.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_026.jpg,Plastic_026.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_197.jpg,Organic_197.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_194.jpg,Metal_194.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_059.jpg,Organic_059.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_184.jpg,Metal_184.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_094.jpg,Organic_094.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_112.jpg,B3_112.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_018.jpg,Organic_018.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_117.jpg,Glass_117.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_137.jpg,Plastic_137.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_024.jpg,Paper_024.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_123.jpg,Paper_123.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_103.jpg,Glass_103.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_138.jpg,Metal_138.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_165.jpg,Paper_165.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_074.jpg,B3_074.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_049.jpg,Paper_049.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_033.jpg,Paper_033.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_131.jpg,Organic_131.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_044.jpg,Metal_044.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_185.jpg,Organic_185.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_065.jpg,Organic_065.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_101.jpg,Metal_101.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_094.jpg,B3_094.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_109.jpg,Organic_109.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_048.jpg,Paper_048.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_024.jpg,B3_024.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_046.jpg,Glass_046.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_021.jpg,Paper_021.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_174.jpg,Plastic_174.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_180.jpg,Plastic_180.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_051.jpg,B3_051.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_165.jpg,Organic_165.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_056.jpg,B3_056.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_088.jpg,Organic_088.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_027.jpg,Organic_027.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_121.jpg,Metal_121.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_017.jpg,Plastic_017.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_137.jpg,B3_137.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_177.jpg,Organic_177.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_005.jpg,Paper_005.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_114.jpg,Metal_114.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_041.jpg,Glass_041.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_183.jpg,Metal_183.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_102.jpg,Glass_102.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_032.jpg,Metal_032.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_035.jpg,Metal_035.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_148.jpg,Paper_148.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_155.jpg,Plastic_155.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_004.jpg,Glass_004.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_046.jpg,Paper_046.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_132.jpg,Paper_132.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_047.jpg,Glass_047.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_043.jpg,Plastic_043.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_177.jpg,Metal_177.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_125.jpg,Paper_125.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_184.jpg,B3_184.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_156.jpg,B3_156.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_038.jpg,Plastic_038.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_073.jpg,Plastic_073.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_099.jpg,Plastic_099.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_083.jpg,Organic_083.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_053.jpg,Glass_053.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_079.jpg,Plastic_079.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_152.jpg,Glass_152.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_126.jpg,Organic_126.jpg,Organic,3,300,300,RGB,train
